OrderID,CustomerID,Product,Category,Quantity,UnitPrice,Sales,Profit,OrderDate
370,160,Mamaearth Face Wash,Skincare,5,1051,5255,1836.78,02-10-2022
371,292,Biotique Cream,Skincare,5,1164,5820,1887.09,22-11-2022
372,291,Lakme Lipstick,Makeup,4,873,3492,1121.29,21-01-2019
373,25,Mamaearth Face Wash,Skincare,4,817,3268,1084.23,16-11-2017
374,265,Colorbar Eyeliner,Makeup,4,1123,4492,1390.23,10-05-2018
375,65,Lakme Lipstick,Makeup,4,862,3448,1107.54,12-07-2018
376,168,Maybelline Mascara,Makeup,5,1276,6380,1800.99,12-03-2020
377,215,Maybelline Mascara,Makeup,3,1060,3180,406.04,24-07-2017
378,268,Biotique Cream,Skincare,4,1116,4464,908.23,12-12-2020
379,111,Colorbar Eyeliner,Makeup,5,1323,6615,836.23,25-06-2019
380,160,Himalaya Face Pack,Skincare,2,202,404,122.42,10-06-2018
381,283,Minimalist Sunscreen,Skincare,3,1014,3042,677.46,21-10-2018
382,195,Nykaa Nail Polish,Makeup,3,957,2871,404.31,24-10-2020
383,48,Minimalist Sunscreen,Skincare,3,1441,4323,1472.21,02-05-2017
384,212,Maybelline Mascara,Makeup,5,1429,7145,1711.95,15-10-2022
385,228,Mamaearth Face Wash,Skincare,1,709,709,198.9,04-02-2022
386,281,Colorbar Eyeliner,Makeup,1,1007,1007,295.41,06-08-2019
387,234,Plum Serum,Skincare,1,643,643,199.72,15-02-2018
388,38,Mamaearth Face Wash,Skincare,3,722,2166,290.7,07-04-2019
389,45,Minimalist Sunscreen,Skincare,4,1137,4548,1406.37,28-06-2020
390,137,Maybelline Mascara,Makeup,1,1203,1203,417.65,26-07-2017
391,167,LOreal Shampoo,Haircare,4,776,3104,382.85,28-09-2018
392,255,Maybelline Mascara,Makeup,5,1232,6160,1717.21,05-09-2018
393,260,Colorbar Eyeliner,Makeup,3,1096,3288,982.27,12-07-2020
394,47,Maybelline Mascara,Makeup,3,381,1143,378.8,24-10-2017
395,221,Plum Serum,Skincare,5,1421,7105,1011.86,09-03-2021
396,175,LOreal Shampoo,Haircare,3,1242,3726,758.34,30-03-2022
397,289,Biotique Cream,Skincare,3,753,2259,446.8,18-04-2017
398,199,Minimalist Sunscreen,Skincare,2,1078,2156,663.41,21-01-2022
399,133,Mamaearth Face Wash,Skincare,4,1250,5000,1011.82,08-05-2018
400,140,Biotique Cream,Skincare,2,241,482,151.05,31-10-2020
401,196,Biotique Cream,Skincare,3,1193,3579,731.04,22-10-2017
402,274,Colorbar Eyeliner,Makeup,4,1241,4964,1082.5,28-03-2018
403,273,LOreal Shampoo,Haircare,5,1195,5975,907.73,20-11-2020
404,52,Himalaya Face Pack,Skincare,5,993,4965,934.67,04-05-2017
405,30,Colorbar Eyeliner,Makeup,2,665,1330,450.11,02-06-2019
406,259,LOreal Shampoo,Haircare,1,898,898,252.35,23-02-2019
407,277,Himalaya Face Pack,Skincare,1,1494,1494,445.9,27-06-2020
408,71,LOreal Shampoo,Haircare,2,286,572,138.88,15-09-2018
409,54,Nykaa Nail Polish,Makeup,4,391,1564,207.77,19-08-2018
410,171,Lakme Lipstick,Makeup,1,656,656,105.49,21-07-2020
411,270,Mamaearth Face Wash,Skincare,2,1018,2036,314.57,08-12-2018
412,127,Plum Serum,Skincare,2,568,1136,114.98,29-03-2022
413,29,LOreal Shampoo,Haircare,1,1172,1172,259.26,25-06-2018
414,152,LOreal Shampoo,Haircare,2,1390,2780,340.67,08-02-2019
415,186,Lakme Lipstick,Makeup,3,1253,3759,1280.21,14-03-2021
416,129,Himalaya Face Pack,Skincare,4,422,1688,412.9,13-11-2019
417,178,Lakme Lipstick,Makeup,4,250,1000,201.94,22-09-2020
418,35,Maybelline Mascara,Makeup,5,1343,6715,965.29,16-01-2021
419,75,Nykaa Nail Polish,Makeup,1,1018,1018,183.7,12-04-2021
420,107,Nykaa Nail Polish,Makeup,1,551,551,77.26,22-12-2021
421,72,Mamaearth Face Wash,Skincare,3,231,693,203.76,02-08-2022
422,221,Plum Serum,Skincare,5,411,2055,378.34,08-06-2017
423,226,Plum Serum,Skincare,3,1389,4167,458.22,30-03-2020
424,51,Biotique Cream,Skincare,3,272,816,112.5,14-01-2019
425,287,Minimalist Sunscreen,Skincare,1,1405,1405,348.06,09-11-2021
426,97,LOreal Shampoo,Haircare,2,480,960,136.26,16-03-2017
427,289,Minimalist Sunscreen,Skincare,5,452,2260,541.99,29-10-2019
428,137,Plum Serum,Skincare,5,959,4795,1163.22,05-09-2021
429,215,Maybelline Mascara,Makeup,1,242,242,46.86,21-09-2020
430,86,Colorbar Eyeliner,Makeup,3,1059,3177,442.23,07-07-2017
431,221,Lakme Lipstick,Makeup,5,1087,5435,1679.31,18-11-2021
432,287,Minimalist Sunscreen,Skincare,2,1062,2124,398.02,22-04-2022
433,57,Colorbar Eyeliner,Makeup,3,1081,3243,553.23,23-04-2020
434,12,Nykaa Nail Polish,Makeup,3,1167,3501,949.63,05-03-2021
435,28,Colorbar Eyeliner,Makeup,1,1166,1166,170.8,12-04-2019
436,183,Mamaearth Face Wash,Skincare,5,1088,5440,1662.36,15-09-2022
437,69,Biotique Cream,Skincare,2,1406,2812,895.95,23-08-2021
438,36,Mamaearth Face Wash,Skincare,2,1162,2324,686.22,05-12-2019
439,22,Nykaa Nail Polish,Makeup,2,509,1018,223.83,04-03-2017
440,246,Minimalist Sunscreen,Skincare,1,987,987,163.3,26-10-2017
441,186,Colorbar Eyeliner,Makeup,3,526,1578,473.74,06-05-2017
442,79,Lakme Lipstick,Makeup,1,1237,1237,153.14,16-06-2020
443,246,Colorbar Eyeliner,Makeup,5,218,1090,277.95,27-05-2022
444,251,Maybelline Mascara,Makeup,5,771,3855,392.41,04-06-2018
445,233,Nykaa Nail Polish,Makeup,1,278,278,69.39,22-11-2021
446,81,Himalaya Face Pack,Skincare,1,288,288,61.95,13-05-2021
447,150,Biotique Cream,Skincare,2,223,446,150.93,04-04-2022
448,36,Colorbar Eyeliner,Makeup,2,1199,2398,567.76,05-02-2017
449,21,LOreal Shampoo,Haircare,4,1477,5908,1245.73,26-06-2022
450,75,Maybelline Mascara,Makeup,5,774,3870,407.28,26-05-2020
451,56,Mamaearth Face Wash,Skincare,4,589,2356,366.36,06-11-2022
452,208,Himalaya Face Pack,Skincare,1,560,560,174.48,01-05-2022
453,108,Lakme Lipstick,Makeup,2,205,410,119.06,16-10-2018
454,51,Maybelline Mascara,Makeup,5,662,3310,1138.5,11-07-2020
455,6,Plum Serum,Skincare,2,812,1624,301.35,08-02-2017
456,30,Biotique Cream,Skincare,3,574,1722,175.18,25-09-2022
457,228,Biotique Cream,Skincare,5,972,4860,613.33,11-08-2020
458,246,Biotique Cream,Skincare,5,254,1270,364.93,19-11-2017
459,179,Lakme Lipstick,Makeup,3,894,2682,624.18,20-11-2022
460,39,Mamaearth Face Wash,Skincare,2,203,406,57.01,29-11-2017
461,214,Colorbar Eyeliner,Makeup,3,332,996,197.13,17-12-2019
462,292,Mamaearth Face Wash,Skincare,5,1257,6285,914.42,18-12-2019
463,91,Minimalist Sunscreen,Skincare,2,1065,2130,667.12,05-09-2020
464,215,LOreal Shampoo,Haircare,2,543,1086,231.23,17-02-2019
465,73,LOreal Shampoo,Haircare,3,1458,4374,1068.3,30-11-2022
466,297,Lakme Lipstick,Makeup,5,910,4550,912.64,20-07-2022
467,279,Minimalist Sunscreen,Skincare,5,1417,7085,1907.76,25-01-2019
468,186,Himalaya Face Pack,Skincare,1,1256,1256,187.03,05-03-2021
469,106,Lakme Lipstick,Makeup,4,221,884,292.61,02-11-2022
470,277,Nykaa Nail Polish,Makeup,1,1263,1263,399.61,28-11-2019
471,253,Colorbar Eyeliner,Makeup,1,551,551,174.6,29-10-2018
472,194,Colorbar Eyeliner,Makeup,2,1495,2990,965.18,16-09-2022
473,236,Maybelline Mascara,Makeup,1,1323,1323,137.87,14-06-2018
474,256,Himalaya Face Pack,Skincare,4,1443,5772,1120.54,17-11-2020
475,161,Nykaa Nail Polish,Makeup,3,249,747,102.38,23-01-2022
476,240,Plum Serum,Skincare,1,1143,1143,373.76,13-10-2019
477,272,Mamaearth Face Wash,Skincare,5,1003,5015,1116.48,21-04-2018
478,127,Maybelline Mascara,Makeup,3,219,657,209.39,07-07-2018
479,39,Nykaa Nail Polish,Makeup,2,991,1982,398.75,19-05-2021
480,300,Colorbar Eyeliner,Makeup,2,384,768,100.89,07-11-2019
481,5,Himalaya Face Pack,Skincare,1,1288,1288,395.29,20-06-2020
482,178,Biotique Cream,Skincare,1,285,285,29.39,29-05-2020
483,262,Minimalist Sunscreen,Skincare,4,365,1460,161.54,18-01-2021
484,147,Plum Serum,Skincare,2,456,912,159.91,06-05-2018
485,156,Minimalist Sunscreen,Skincare,1,294,294,100.1,22-12-2019
486,2,Lakme Lipstick,Makeup,5,573,2865,449.14,19-05-2017
487,101,Lakme Lipstick,Makeup,5,649,3245,728.4,09-03-2022
488,263,Biotique Cream,Skincare,1,1340,1340,228.6,19-03-2017
489,271,Biotique Cream,Skincare,2,939,1878,193.84,28-01-2018
490,86,Mamaearth Face Wash,Skincare,3,1098,3294,558.56,16-02-2017
491,23,Himalaya Face Pack,Skincare,4,1282,5128,641.89,05-02-2020
492,103,Maybelline Mascara,Makeup,5,224,1120,176.23,01-02-2021
493,43,Lakme Lipstick,Makeup,5,996,4980,905.93,24-03-2020
494,156,Lakme Lipstick,Makeup,3,1144,3432,718.8,26-03-2022
495,66,Biotique Cream,Skincare,4,822,3288,621.3,07-08-2022
496,252,Maybelline Mascara,Makeup,2,353,706,121.33,14-02-2018
497,88,Colorbar Eyeliner,Makeup,1,383,383,42.69,07-08-2021
498,14,Mamaearth Face Wash,Skincare,2,1216,2432,766.87,07-07-2019
499,131,Plum Serum,Skincare,2,635,1270,380.72,21-11-2021
500,131,Mamaearth Face Wash,Skincare,5,1448,7240,2256.65,30-01-2022
501,105,Plum Serum,Skincare,5,537,2685,711.22,25-02-2019
502,290,Nykaa Nail Polish,Makeup,3,528,1584,520.86,29-12-2022
503,298,Minimalist Sunscreen,Skincare,1,535,535,114.44,02-05-2019
504,34,Minimalist Sunscreen,Skincare,2,847,1694,210.88,05-02-2020
505,245,Himalaya Face Pack,Skincare,3,422,1266,331.13,16-01-2021
506,6,Maybelline Mascara,Makeup,3,908,2724,500.67,05-05-2018
507,121,Plum Serum,Skincare,2,1306,2612,316.16,17-11-2021
508,294,Himalaya Face Pack,Skincare,1,1030,1030,171.82,01-10-2019
509,220,Himalaya Face Pack,Skincare,3,944,2832,556.65,22-09-2017
510,173,LOreal Shampoo,Haircare,1,220,220,45.6,29-03-2022
511,25,LOreal Shampoo,Haircare,5,566,2830,733.07,20-04-2021
512,207,Maybelline Mascara,Makeup,2,931,1862,500.94,20-10-2018
513,220,LOreal Shampoo,Haircare,4,295,1180,209.59,01-11-2017
514,96,Nykaa Nail Polish,Makeup,2,1319,2638,430.65,02-11-2019
515,259,Plum Serum,Skincare,2,800,1600,430.47,12-04-2021
516,128,LOreal Shampoo,Haircare,5,1291,6455,1757.9,26-02-2021
517,167,Himalaya Face Pack,Skincare,1,525,525,54.17,17-04-2018
518,245,LOreal Shampoo,Haircare,5,1109,5545,1445.28,22-05-2018
519,115,Colorbar Eyeliner,Makeup,3,1278,3834,797.81,23-03-2021
520,16,LOreal Shampoo,Haircare,2,762,1524,289.67,08-07-2022
521,282,Biotique Cream,Skincare,3,1012,3036,315.2,29-04-2021
522,300,Himalaya Face Pack,Skincare,2,1261,2522,611.78,11-06-2021
523,163,Plum Serum,Skincare,4,740,2960,631.89,30-04-2017
524,260,Minimalist Sunscreen,Skincare,5,1395,6975,711.02,01-08-2019
525,53,Colorbar Eyeliner,Makeup,2,551,1102,195.68,09-01-2019
526,23,Maybelline Mascara,Makeup,3,1107,3321,750.82,20-03-2018
527,198,Mamaearth Face Wash,Skincare,4,994,3976,807.77,08-11-2021
528,49,Biotique Cream,Skincare,5,1008,5040,918.34,20-05-2020
529,155,LOreal Shampoo,Haircare,3,841,2523,468.9,02-09-2022
530,245,Lakme Lipstick,Makeup,4,388,1552,293.05,15-09-2021
531,186,LOreal Shampoo,Haircare,5,739,3695,850.46,06-02-2021
532,22,Biotique Cream,Skincare,4,781,3124,484.79,08-02-2019
533,166,LOreal Shampoo,Haircare,5,786,3930,651.3,01-10-2019
534,102,Mamaearth Face Wash,Skincare,3,1166,3498,542.37,18-11-2020
535,125,Plum Serum,Skincare,3,771,2313,714.06,17-09-2021
536,127,Minimalist Sunscreen,Skincare,5,1071,5355,1380.64,23-02-2021
537,90,LOreal Shampoo,Haircare,3,1263,3789,618.53,27-05-2019
538,288,Himalaya Face Pack,Skincare,5,701,3505,770.44,30-10-2018
539,205,Minimalist Sunscreen,Skincare,5,563,2815,791.5,26-01-2019
540,246,Maybelline Mascara,Makeup,4,233,932,112.35,21-04-2022
541,295,LOreal Shampoo,Haircare,4,447,1788,604.9,21-08-2018
542,91,Himalaya Face Pack,Skincare,5,781,3905,442.64,05-05-2017
543,286,LOreal Shampoo,Haircare,4,665,2660,598.17,22-03-2021
544,8,Minimalist Sunscreen,Skincare,2,453,906,162.68,28-05-2022
545,245,Nykaa Nail Polish,Makeup,4,1446,5784,1472.06,30-05-2018
546,55,Nykaa Nail Polish,Makeup,2,949,1898,526.53,14-10-2019
547,240,Colorbar Eyeliner,Makeup,2,705,1410,328.25,27-12-2021
548,18,Colorbar Eyeliner,Makeup,3,567,1701,362.69,29-09-2020
549,177,Nykaa Nail Polish,Makeup,3,642,1926,225.63,10-11-2018
550,23,Lakme Lipstick,Makeup,2,754,1508,165.67,24-07-2018
551,65,LOreal Shampoo,Haircare,1,1053,1053,149.64,26-01-2017
552,6,Himalaya Face Pack,Skincare,3,434,1302,311.95,18-10-2021
553,240,Maybelline Mascara,Makeup,3,631,1893,627.27,17-04-2018
554,191,Plum Serum,Skincare,2,444,888,196.01,11-10-2017
555,90,Minimalist Sunscreen,Skincare,5,515,2575,684.38,06-03-2020
556,87,Lakme Lipstick,Makeup,4,526,2104,543.4,25-12-2018
557,150,Himalaya Face Pack,Skincare,2,1204,2408,519.1,19-10-2017
558,43,Colorbar Eyeliner,Makeup,5,529,2645,605,10-04-2019
559,164,Biotique Cream,Skincare,4,209,836,175.02,17-01-2018
560,100,Lakme Lipstick,Makeup,1,861,861,211.44,01-04-2020
561,55,Plum Serum,Skincare,3,251,753,180.3,19-08-2021
562,36,Himalaya Face Pack,Skincare,3,344,1032,224.63,13-04-2022
563,113,Nykaa Nail Polish,Makeup,4,1179,4716,718.76,28-11-2020
564,235,Himalaya Face Pack,Skincare,4,203,812,277.96,11-07-2018
565,91,Nykaa Nail Polish,Makeup,3,740,2220,516.5,27-09-2020
566,165,Maybelline Mascara,Makeup,1,1456,1456,431.89,14-05-2020
567,17,Plum Serum,Skincare,3,1409,4227,1177.68,26-09-2018
568,208,LOreal Shampoo,Haircare,2,803,1606,510.61,08-11-2017
569,141,Maybelline Mascara,Makeup,1,372,372,125.64,30-08-2021
570,17,LOreal Shampoo,Haircare,2,575,1150,252.9,24-11-2020
571,230,LOreal Shampoo,Haircare,3,321,963,189.98,04-01-2021
572,266,Maybelline Mascara,Makeup,4,382,1528,201.62,05-06-2021
573,83,Plum Serum,Skincare,5,926,4630,1598.44,09-09-2020
574,254,Plum Serum,Skincare,5,953,4765,667.19,30-06-2017
575,288,LOreal Shampoo,Haircare,2,543,1086,187.57,09-12-2021
576,48,Himalaya Face Pack,Skincare,5,1186,5930,1368.2,24-12-2022
577,169,Plum Serum,Skincare,1,1016,1016,239.17,01-10-2017
578,13,LOreal Shampoo,Haircare,5,513,2565,556.04,19-09-2017
579,109,Mamaearth Face Wash,Skincare,1,1435,1435,329.52,17-07-2020
580,243,Colorbar Eyeliner,Makeup,2,1283,2566,370.6,29-08-2019
581,36,LOreal Shampoo,Haircare,2,723,1446,355.53,17-03-2022
582,262,Minimalist Sunscreen,Skincare,5,1384,6920,1614.37,28-05-2020
583,77,Mamaearth Face Wash,Skincare,5,524,2620,429.97,22-12-2019
584,33,Plum Serum,Skincare,2,1221,2442,263.02,13-04-2021
585,25,LOreal Shampoo,Haircare,1,1036,1036,171.28,14-04-2020
586,129,Minimalist Sunscreen,Skincare,3,645,1935,482.38,27-12-2020
587,68,Mamaearth Face Wash,Skincare,1,1411,1411,490.32,08-11-2017
588,8,Minimalist Sunscreen,Skincare,1,527,527,148.95,06-03-2021
589,129,Lakme Lipstick,Makeup,4,1297,5188,1158.57,23-12-2019
590,25,Minimalist Sunscreen,Skincare,3,423,1269,252.74,20-08-2020
591,231,Himalaya Face Pack,Skincare,1,345,345,77.61,11-08-2018
592,252,Nykaa Nail Polish,Makeup,2,269,538,178.75,17-10-2019
593,12,Maybelline Mascara,Makeup,4,687,2748,731.03,16-11-2018
594,18,Plum Serum,Skincare,2,1408,2816,794.44,11-04-2021
595,86,Maybelline Mascara,Makeup,3,372,1116,143.01,09-12-2021
596,93,Colorbar Eyeliner,Makeup,4,890,3560,729.66,05-02-2019
597,144,Colorbar Eyeliner,Makeup,5,1260,6300,1126.73,05-05-2017
598,159,Plum Serum,Skincare,2,418,836,209.6,10-03-2018
599,173,LOreal Shampoo,Haircare,4,1426,5704,1662.55,19-01-2019
600,172,Lakme Lipstick,Makeup,1,1121,1121,248.67,28-07-2021
601,26,Nykaa Nail Polish,Makeup,5,1005,5025,1044.33,21-01-2019
602,60,Mamaearth Face Wash,Skincare,3,1001,3003,373.03,25-02-2017
603,73,LOreal Shampoo,Haircare,5,917,4585,837.56,30-06-2018
604,197,Maybelline Mascara,Makeup,3,831,2493,420.48,29-03-2018
605,69,Plum Serum,Skincare,4,618,2472,255.12,21-02-2020
606,70,Nykaa Nail Polish,Makeup,4,1155,4620,1086.79,24-06-2019
607,20,Colorbar Eyeliner,Makeup,3,429,1287,305.35,20-01-2022
608,72,Biotique Cream,Skincare,3,1309,3927,846.57,11-04-2022
609,161,LOreal Shampoo,Haircare,1,1239,1239,273.36,23-09-2019
610,283,Plum Serum,Skincare,2,1416,2832,888.14,31-03-2017
611,14,Plum Serum,Skincare,2,676,1352,158.74,04-01-2022
612,23,Nykaa Nail Polish,Makeup,3,1147,3441,393.1,23-12-2022
613,68,Maybelline Mascara,Makeup,1,1444,1444,431.56,19-07-2022
614,168,Maybelline Mascara,Makeup,1,1175,1175,388.58,03-05-2020
615,235,Nykaa Nail Polish,Makeup,1,992,992,333.88,13-12-2017
616,295,Maybelline Mascara,Makeup,4,1273,5092,994.01,21-06-2017
617,86,Mamaearth Face Wash,Skincare,3,639,1917,323.79,31-08-2017
618,153,Himalaya Face Pack,Skincare,3,350,1050,132.96,09-04-2020
619,217,Himalaya Face Pack,Skincare,5,328,1640,240.19,30-01-2021
620,53,Biotique Cream,Skincare,5,734,3670,882.44,04-10-2022
621,82,Himalaya Face Pack,Skincare,5,1150,5750,1509.7,30-10-2019
622,211,Mamaearth Face Wash,Skincare,4,1446,5784,1436.41,05-08-2021
623,20,Plum Serum,Skincare,2,713,1426,242.45,24-02-2018
624,62,Minimalist Sunscreen,Skincare,3,793,2379,692.29,12-11-2017
625,156,Mamaearth Face Wash,Skincare,2,427,854,201.06,30-06-2021
626,256,Minimalist Sunscreen,Skincare,3,1117,3351,858.84,01-05-2018
627,242,Mamaearth Face Wash,Skincare,5,912,4560,1241,22-08-2019
628,188,Nykaa Nail Polish,Makeup,2,1248,2496,383.94,07-07-2018
629,140,Biotique Cream,Skincare,5,494,2470,568.54,06-10-2022
630,257,Mamaearth Face Wash,Skincare,4,474,1896,472.91,02-05-2019
631,103,LOreal Shampoo,Haircare,2,1060,2120,736.36,23-12-2019
632,298,LOreal Shampoo,Haircare,2,482,964,111.89,20-02-2017
633,127,Maybelline Mascara,Makeup,4,712,2848,918.36,19-11-2020
634,145,LOreal Shampoo,Haircare,3,1030,3090,1004.5,10-10-2018
635,119,Lakme Lipstick,Makeup,3,1277,3831,1211.08,13-08-2017
636,236,Plum Serum,Skincare,1,776,776,175.52,25-07-2020
637,36,Plum Serum,Skincare,1,1283,1283,302.51,15-04-2020
638,228,Biotique Cream,Skincare,5,1144,5720,573.49,14-06-2017
639,294,Nykaa Nail Polish,Makeup,3,873,2619,895.24,06-11-2019
640,235,LOreal Shampoo,Haircare,5,1372,6860,2352.09,25-03-2022
641,210,Minimalist Sunscreen,Skincare,4,1054,4216,599.98,19-03-2020
642,108,Mamaearth Face Wash,Skincare,4,1054,4216,1194.66,14-08-2021
643,188,Plum Serum,Skincare,4,444,1776,322.85,23-07-2019
644,156,Mamaearth Face Wash,Skincare,3,359,1077,202.01,28-07-2019
645,293,Biotique Cream,Skincare,3,680,2040,698.49,16-05-2018
646,63,Minimalist Sunscreen,Skincare,2,1399,2798,631.03,28-11-2018
647,55,Nykaa Nail Polish,Makeup,1,978,978,326.4,28-11-2019
648,273,Maybelline Mascara,Makeup,4,333,1332,174.13,20-08-2020
649,71,Himalaya Face Pack,Skincare,4,764,3056,1034.63,18-08-2020
650,119,Biotique Cream,Skincare,1,865,865,159.09,23-03-2017
651,71,Himalaya Face Pack,Skincare,2,815,1630,379.13,30-09-2021
652,176,Plum Serum,Skincare,3,1011,3033,475.2,30-12-2017
653,172,Colorbar Eyeliner,Makeup,2,227,454,97.72,19-06-2019
654,48,Lakme Lipstick,Makeup,3,1131,3393,927.08,21-01-2019
655,74,Plum Serum,Skincare,3,985,2955,932.68,09-01-2018
656,261,Colorbar Eyeliner,Makeup,2,1277,2554,859.02,20-08-2021
657,153,Maybelline Mascara,Makeup,5,1079,5395,1253.92,29-04-2019
658,28,Maybelline Mascara,Makeup,5,1033,5165,738.08,29-09-2020
659,156,LOreal Shampoo,Haircare,2,591,1182,283.31,06-11-2021
660,230,Lakme Lipstick,Makeup,1,731,731,76.2,23-01-2022
661,113,Lakme Lipstick,Makeup,5,200,1000,296.65,11-02-2020
662,15,Minimalist Sunscreen,Skincare,3,787,2361,668.42,07-05-2022
663,58,Plum Serum,Skincare,5,397,1985,498.52,25-08-2017
664,38,Himalaya Face Pack,Skincare,4,1346,5384,1507.82,26-07-2020
665,8,Biotique Cream,Skincare,1,1323,1323,408.86,27-12-2018
666,187,Colorbar Eyeliner,Makeup,5,824,4120,742.94,09-11-2019
667,33,Lakme Lipstick,Makeup,1,1306,1306,259.98,11-06-2017
668,165,Minimalist Sunscreen,Skincare,4,1001,4004,963.86,30-07-2020
669,172,Lakme Lipstick,Makeup,4,346,1384,169.85,05-10-2021
670,257,Lakme Lipstick,Makeup,1,1200,1200,209.27,29-03-2022
671,192,Mamaearth Face Wash,Skincare,4,1221,4884,1574.43,23-09-2021
672,207,Mamaearth Face Wash,Skincare,2,237,474,125.25,12-06-2022
673,148,Colorbar Eyeliner,Makeup,5,1361,6805,1764.29,08-09-2021
674,104,Plum Serum,Skincare,4,1222,4888,911.89,29-10-2020
675,69,Nykaa Nail Polish,Makeup,1,721,721,229.04,12-05-2020
676,28,Minimalist Sunscreen,Skincare,4,281,1124,132.42,28-02-2017
677,61,Colorbar Eyeliner,Makeup,3,608,1824,508.08,24-06-2017
678,75,Mamaearth Face Wash,Skincare,3,1015,3045,363.69,14-07-2017
679,220,LOreal Shampoo,Haircare,3,548,1644,216.05,24-01-2019
680,165,Minimalist Sunscreen,Skincare,4,563,2252,364.49,16-04-2017
681,41,LOreal Shampoo,Haircare,3,303,909,176.65,17-01-2018
682,94,Minimalist Sunscreen,Skincare,5,1411,7055,754.56,22-08-2020
683,67,Plum Serum,Skincare,2,1468,2936,996.5,05-03-2019
684,156,Plum Serum,Skincare,4,1329,5316,929.84,29-11-2021
685,217,Maybelline Mascara,Makeup,3,744,2232,692.84,05-10-2021
686,33,Mamaearth Face Wash,Skincare,4,238,952,146.23,13-08-2022
687,161,Biotique Cream,Skincare,1,1322,1322,388.24,11-08-2018
688,271,Nykaa Nail Polish,Makeup,1,778,778,154.16,25-11-2020
689,13,Colorbar Eyeliner,Makeup,3,208,624,67.71,07-12-2017
690,1,Lakme Lipstick,Makeup,1,316,316,37.16,07-08-2019
691,275,Nykaa Nail Polish,Makeup,4,201,804,267.18,10-01-2018
692,201,LOreal Shampoo,Haircare,2,366,732,109.92,15-10-2022
693,135,Biotique Cream,Skincare,4,1430,5720,1465.26,21-02-2021
694,86,Biotique Cream,Skincare,2,708,1416,229.97,18-09-2020
695,287,LOreal Shampoo,Haircare,3,1460,4380,681.62,10-10-2022
696,178,Lakme Lipstick,Makeup,3,566,1698,255.48,17-01-2020
697,232,Biotique Cream,Skincare,5,503,2515,662.87,20-03-2018
698,207,Nykaa Nail Polish,Makeup,5,309,1545,356.45,16-11-2018
699,288,Lakme Lipstick,Makeup,1,1009,1009,235.8,15-09-2020
700,286,Himalaya Face Pack,Skincare,1,1336,1336,284.84,11-12-2021
701,218,Mamaearth Face Wash,Skincare,4,1370,5480,691.77,19-08-2018
702,97,Colorbar Eyeliner,Makeup,3,1271,3813,804.87,24-06-2022
703,33,Lakme Lipstick,Makeup,5,1141,5705,613.09,10-02-2018
704,34,Maybelline Mascara,Makeup,1,1275,1275,384,20-04-2021
705,123,Lakme Lipstick,Makeup,2,1358,2716,936.73,19-02-2020
706,230,Maybelline Mascara,Makeup,1,795,795,97.47,06-09-2018
707,68,Maybelline Mascara,Makeup,4,1421,5684,903.72,15-05-2018
708,173,Himalaya Face Pack,Skincare,3,954,2862,571.66,08-02-2019
709,239,Nykaa Nail Polish,Makeup,1,1192,1192,273.95,08-03-2022
710,198,Lakme Lipstick,Makeup,2,659,1318,407.9,02-04-2018
711,93,LOreal Shampoo,Haircare,2,326,652,218.23,11-02-2018
712,250,Minimalist Sunscreen,Skincare,5,684,3420,959.59,01-03-2022
713,4,Plum Serum,Skincare,3,559,1677,531.04,18-02-2019
714,286,Minimalist Sunscreen,Skincare,3,1289,3867,550.71,02-02-2019
715,31,Himalaya Face Pack,Skincare,1,351,351,83.79,27-05-2019
716,237,Mamaearth Face Wash,Skincare,4,1016,4064,1167.71,13-02-2021
717,132,Mamaearth Face Wash,Skincare,1,986,986,123,30-03-2020
718,25,Mamaearth Face Wash,Skincare,5,1177,5885,1771.02,18-03-2018
719,195,LOreal Shampoo,Haircare,2,656,1312,306.47,08-07-2017
720,144,Mamaearth Face Wash,Skincare,1,729,729,145.07,09-12-2017
721,215,Biotique Cream,Skincare,1,1250,1250,183.2,09-10-2021
722,185,Plum Serum,Skincare,5,847,4235,735.32,15-06-2019
723,230,Biotique Cream,Skincare,4,1216,4864,1010.35,14-06-2020
724,65,Minimalist Sunscreen,Skincare,4,1428,5712,848.23,02-03-2017
725,256,Lakme Lipstick,Makeup,1,594,594,150.48,11-08-2019
726,189,Himalaya Face Pack,Skincare,5,850,4250,1293.82,16-12-2021
727,119,Biotique Cream,Skincare,5,945,4725,627.25,06-08-2018
728,167,Biotique Cream,Skincare,3,1228,3684,953.14,08-09-2020
729,248,Biotique Cream,Skincare,4,614,2456,484.52,06-10-2019
730,239,Colorbar Eyeliner,Makeup,2,1008,2016,247.74,27-01-2022
731,207,Biotique Cream,Skincare,2,641,1282,329.46,07-05-2021
732,209,Lakme Lipstick,Makeup,3,659,1977,424.33,19-03-2020
733,101,Lakme Lipstick,Makeup,4,913,3652,1115.75,24-01-2021
734,171,LOreal Shampoo,Haircare,2,591,1182,138.31,21-05-2022
735,138,Colorbar Eyeliner,Makeup,3,307,921,247.23,02-06-2019
736,42,Biotique Cream,Skincare,2,1459,2918,1019.13,01-12-2022
737,30,Minimalist Sunscreen,Skincare,3,1001,3003,712.34,18-09-2021
738,186,Minimalist Sunscreen,Skincare,2,206,412,42.48,20-02-2018
739,281,LOreal Shampoo,Haircare,2,1385,2770,689.01,30-04-2017
